,username,rating,value,boardgame_id,lang,aspect_luck,aspect_luck_label,aspect_luck_score,aspect_luck_mapped,aspect_luck_mapped2,aspect_bookkeeping,aspect_bookkeeping_label,aspect_bookkeeping_score,aspect_bookkeeping_mapped,aspect_bookkeeping_mapped2,aspect_downtime,aspect_downtime_label,aspect_downtime_score,aspect_downtime_mapped,aspect_downtime_mapped2,aspect_interaction,aspect_interaction_label,aspect_interaction_score,aspect_interaction_mapped,aspect_interaction_mapped2,aspect_bash the leader,aspect_bash the leader_label,aspect_bash the leader_score,aspect_bash the leader_mapped,aspect_bash the leader_mapped2,aspect_complicated,aspect_complicated_label,aspect_complicated_score,aspect_complicated_mapped,aspect_complicated_mapped2,aspect_complex,aspect_complex_label,aspect_complex_score,aspect_complex_mapped,aspect_complex_mapped2
2473,kac044,4,Good in that it's very simple so good for all ages and easy to learn. Mostly a time-filler though. Just not much to it.,2223,en,"{'label': 'Neutral', 'score': 0.511493444442749}",Neutral,0.511493444442749,0,0.0,"{'label': 'Neutral', 'score': 0.8081775307655334}",Neutral,0.8081775307655334,0,0.0,"{'label': 'Neutral', 'score': 0.9383419156074524}",Neutral,0.9383419156074524,0,0.0,"{'label': 'Positive', 'score': 0.6679307818412781}",Positive,0.6679307818412781,1,0.6679307818412781,"{'label': 'Positive', 'score': 0.7333585023880005}",Positive,0.7333585023880005,1,0.7333585023880005,"{'label': 'Negative', 'score': 0.8908959627151489}",Negative,0.8908959627151489,-1,-0.8908959627151489,"{'label': 'Negative', 'score': 0.8830721378326416}",Negative,0.8830721378326416,-1,-0.8830721378326416
2475,kaec,6,"Another filler game. There's too much luck for much thought, but it does take some...",2223,en,"{'label': 'Positive', 'score': 0.9922270774841309}",Positive,0.9922270774841309,1,0.9922270774841309,"{'label': 'Neutral', 'score': 0.8528607487678528}",Neutral,0.8528607487678528,0,0.0,"{'label': 'Positive', 'score': 0.6316084861755371}",Positive,0.6316084861755371,1,0.6316084861755371,"{'label': 'Neutral', 'score': 0.6292418241500854}",Neutral,0.6292418241500854,0,0.0,"{'label': 'Positive', 'score': 0.48449569940567017}",Positive,0.48449569940567017,1,0.48449569940567017,"{'label': 'Negative', 'score': 0.505301296710968}",Negative,0.505301296710968,-1,-0.505301296710968,"{'label': 'Neutral', 'score': 0.5796989798545837}",Neutral,0.5796989798545837,0,0.0
2476,Kaelistus,5,"A luckfest, but good for getting non gamers into a game.",2223,en,"{'label': 'Positive', 'score': 0.6879280209541321}",Positive,0.6879280209541321,1,0.6879280209541321,"{'label': 'Neutral', 'score': 0.7042693495750427}",Neutral,0.7042693495750427,0,0.0,"{'label': 'Negative', 'score': 0.45412442088127136}",Negative,0.45412442088127136,-1,-0.45412442088127136,"{'label': 'Positive', 'score': 0.7430405020713806}",Positive,0.7430405020713806,1,0.7430405020713806,"{'label': 'Negative', 'score': 0.6660641431808472}",Negative,0.6660641431808472,-1,-0.6660641431808472,"{'label': 'Negative', 'score': 0.9532214403152466}",Negative,0.9532214403152466,-1,-0.9532214403152466,"{'label': 'Negative', 'score': 0.8480585813522339}",Negative,0.8480585813522339,-1,-0.8480585813522339
2477,kaepone,4,Ok to pass the time while camping or something. I wouldn't request it though. ,2223,en,"{'label': 'Neutral', 'score': 0.8128443360328674}",Neutral,0.8128443360328674,0,0.0,"{'label': 'Neutral', 'score': 0.9547043442726135}",Neutral,0.9547043442726135,0,0.0,"{'label': 'Neutral', 'score': 0.6892433762550354}",Neutral,0.6892433762550354,0,0.0,"{'label': 'Negative', 'score': 0.6182621121406555}",Negative,0.6182621121406555,-1,-0.6182621121406555,"{'label': 'Negative', 'score': 0.5420670509338379}",Negative,0.5420670509338379,-1,-0.5420670509338379,"{'label': 'Negative', 'score': 0.5646889805793762}",Negative,0.5646889805793762,-1,-0.5646889805793762,"{'label': 'Negative', 'score': 0.5675320029258728}",Negative,0.5675320029258728,-1,-0.5675320029258728
2478,Kaffedrake,3,"Fast-paced social game. Somehow it seems like it shouldn't be that bad, but it has trouble ending and play is largely mechanical and/or arbitrary. Any fond memories I have of this has to do more with playing outside in the summer than the game itself.  Thrifted on 5/12 2019 and 22/2 2023.",2223,en,"{'label': 'Neutral', 'score': 0.5372675061225891}",Neutral,0.5372675061225891,0,0.0,"{'label': 'Neutral', 'score': 0.5990983843803406}",Neutral,0.5990983843803406,0,0.0,"{'label': 'Neutral', 'score': 0.46958115696907043}",Neutral,0.46958115696907043,0,0.0,"{'label': 'Negative', 'score': 0.5105984210968018}",Negative,0.5105984210968018,-1,-0.5105984210968018,"{'label': 'Negative', 'score': 0.4397750496864319}",Negative,0.4397750496864319,-1,-0.4397750496864319,"{'label': 'Negative', 'score': 0.7653889656066895}",Negative,0.7653889656066895,-1,-0.7653889656066895,"{'label': 'Negative', 'score': 0.6057131886482239}",Negative,0.6057131886482239,-1,-0.6057131886482239
2482,KaiserM,5,"Just don't see the need, when you can play Black Jack (which is a better version) with a deck of normal playing cards.",2223,en,"{'label': 'Neutral', 'score': 0.737909734249115}",Neutral,0.737909734249115,0,0.0,"{'label': 'Neutral', 'score': 0.9699029326438904}",Neutral,0.9699029326438904,0,0.0,"{'label': 'Neutral', 'score': 0.8606657385826111}",Neutral,0.8606657385826111,0,0.0,"{'label': 'Neutral', 'score': 0.8701163530349731}",Neutral,0.8701163530349731,0,0.0,"{'label': 'Neutral', 'score': 0.7924367785453796}",Neutral,0.7924367785453796,0,0.0,"{'label': 'Negative', 'score': 0.9281108379364014}",Negative,0.9281108379364014,-1,-0.9281108379364014,"{'label': 'Neutral', 'score': 0.4886624217033386}",Neutral,0.4886624217033386,0,0.0
2483,kaito_thekid,9,easy and classic game.,2223,en,"{'label': 'Positive', 'score': 0.8355503678321838}",Positive,0.8355503678321838,1,0.8355503678321838,"{'label': 'Neutral', 'score': 0.9328194856643677}",Neutral,0.9328194856643677,0,0.0,"{'label': 'Positive', 'score': 0.7075154185295105}",Positive,0.7075154185295105,1,0.7075154185295105,"{'label': 'Positive', 'score': 0.9284818768501282}",Positive,0.9284818768501282,1,0.9284818768501282,"{'label': 'Positive', 'score': 0.8171581625938416}",Positive,0.8171581625938416,1,0.8171581625938416,"{'label': 'Negative', 'score': 0.6124382019042969}",Negative,0.6124382019042969,-1,-0.6124382019042969,"{'label': 'Neutral', 'score': 0.45868614315986633}",Neutral,0.45868614315986633,0,0.0
2484,Kaiwolf,6,This can be rather enjoyable on the Xbox. Who knew!,2223,en,"{'label': 'Neutral', 'score': 0.8389902710914612}",Neutral,0.8389902710914612,0,0.0,"{'label': 'Neutral', 'score': 0.9822214245796204}",Neutral,0.9822214245796204,0,0.0,"{'label': 'Neutral', 'score': 0.8746125102043152}",Neutral,0.8746125102043152,0,0.0,"{'label': 'Neutral', 'score': 0.8128977417945862}",Neutral,0.8128977417945862,0,0.0,"{'label': 'Negative', 'score': 0.7144319415092468}",Negative,0.7144319415092468,-1,-0.7144319415092468,"{'label': 'Negative', 'score': 0.8990483283996582}",Negative,0.8990483283996582,-1,-0.8990483283996582,"{'label': 'Neutral', 'score': 0.5175492763519287}",Neutral,0.5175492763519287,0,0.0
2486,KALLO,5,One of the childhood classics. Now one of the favorites of the offspring.,2223,en,"{'label': 'Neutral', 'score': 0.6959377527236938}",Neutral,0.6959377527236938,0,0.0,"{'label': 'Neutral', 'score': 0.9826163053512573}",Neutral,0.9826163053512573,0,0.0,"{'label': 'Neutral', 'score': 0.8150191903114319}",Neutral,0.8150191903114319,0,0.0,"{'label': 'Neutral', 'score': 0.6970802545547485}",Neutral,0.6970802545547485,0,0.0,"{'label': 'Negative', 'score': 0.6460451483726501}",Negative,0.6460451483726501,-1,-0.6460451483726501,"{'label': 'Negative', 'score': 0.9061332941055298}",Negative,0.9061332941055298,-1,-0.9061332941055298,"{'label': 'Negative', 'score': 0.5363364219665527}",Negative,0.5363364219665527,-1,-0.5363364219665527
2487,Kamaitatchi,2,"Welcome to another game where the rules are made up and it only ends when nobody can stand to continue playing.  Recently played it online with three other people and one scripted program for a total of, and I'm not kidding, 5 different rule interpretations.",2223,en,"{'label': 'Negative', 'score': 0.40449443459510803}",Negative,0.40449443459510803,-1,-0.40449443459510803,"{'label': 'Neutral', 'score': 0.4924910068511963}",Neutral,0.4924910068511963,0,0.0,"{'label': 'Neutral', 'score': 0.4549093246459961}",Neutral,0.4549093246459961,0,0.0,"{'label': 'Neutral', 'score': 0.5327678322792053}",Neutral,0.5327678322792053,0,0.0,"{'label': 'Negative', 'score': 0.5465866327285767}",Negative,0.5465866327285767,-1,-0.5465866327285767,"{'label': 'Negative', 'score': 0.8377133011817932}",Negative,0.8377133011817932,-1,-0.8377133011817932,"{'label': 'Neutral', 'score': 0.4729979336261749}",Neutral,0.4729979336261749,0,0.0
2488,kamentzvetanov,6,"A great simple card game to play with your family. With the proper group of people, it becomes a great fun too. #2 #3 #4 #5 #6 #7 #8 #best4 #best5 #best6 #EvelinPlayed",2223,en,"{'label': 'Neutral', 'score': 0.5213334560394287}",Neutral,0.5213334560394287,0,0.0,"{'label': 'Neutral', 'score': 0.8429434895515442}",Neutral,0.8429434895515442,0,0.0,"{'label': 'Neutral', 'score': 0.7123027443885803}",Neutral,0.7123027443885803,0,0.0,"{'label': 'Neutral', 'score': 0.5870128273963928}",Neutral,0.5870128273963928,0,0.0,"{'label': 'Positive', 'score': 0.5738255977630615}",Positive,0.5738255977630615,1,0.5738255977630615,"{'label': 'Neutral', 'score': 0.5097368955612183}",Neutral,0.5097368955612183,0,0.0,"{'label': 'Neutral', 'score': 0.871817409992218}",Neutral,0.871817409992218,0,0.0
2489,kamikaza,4,Bad. Many things are wrong.,2223,en,"{'label': 'Negative', 'score': 0.9904502034187317}",Negative,0.9904502034187317,-1,-0.9904502034187317,"{'label': 'Negative', 'score': 0.9969844222068787}",Negative,0.9969844222068787,-1,-0.9969844222068787,"{'label': 'Negative', 'score': 0.9921619296073914}",Negative,0.9921619296073914,-1,-0.9921619296073914,"{'label': 'Negative', 'score': 0.9925248026847839}",Negative,0.9925248026847839,-1,-0.9925248026847839,"{'label': 'Negative', 'score': 0.987468957901001}",Negative,0.987468957901001,-1,-0.987468957901001,"{'label': 'Negative', 'score': 0.9951522350311279}",Negative,0.9951522350311279,-1,-0.9951522350311279,"{'label': 'Negative', 'score': 0.9938322305679321}",Negative,0.9938322305679321,-1,-0.9938322305679321
2490,kanniebaal,N/A,"Cardgame, plays like the regular stock with the diffirence being the artwork.",2223,en,"{'label': 'Neutral', 'score': 0.7176040410995483}",Neutral,0.7176040410995483,0,0.0,"{'label': 'Neutral', 'score': 0.9808648228645325}",Neutral,0.9808648228645325,0,0.0,"{'label': 'Neutral', 'score': 0.6660783290863037}",Neutral,0.6660783290863037,0,0.0,"{'label': 'Positive', 'score': 0.7957097291946411}",Positive,0.7957097291946411,1,0.7957097291946411,"{'label': 'Neutral', 'score': 0.5599263906478882}",Neutral,0.5599263906478882,0,0.0,"{'label': 'Negative', 'score': 0.8890665769577026}",Negative,0.8890665769577026,-1,-0.8890665769577026,"{'label': 'Neutral', 'score': 0.49186620116233826}",Neutral,0.49186620116233826,0,0.0
2492,karalai28,N/A,Pride edition (in partnership with: It Gets Better Project),2223,en,"{'label': 'Neutral', 'score': 0.9637896418571472}",Neutral,0.9637896418571472,0,0.0,"{'label': 'Neutral', 'score': 0.9716999530792236}",Neutral,0.9716999530792236,0,0.0,"{'label': 'Neutral', 'score': 0.9443469047546387}",Neutral,0.9443469047546387,0,0.0,"{'label': 'Neutral', 'score': 0.9692856669425964}",Neutral,0.9692856669425964,0,0.0,"{'label': 'Negative', 'score': 0.9083444476127625}",Negative,0.9083444476127625,-1,-0.9083444476127625,"{'label': 'Negative', 'score': 0.7493193745613098}",Negative,0.7493193745613098,-1,-0.7493193745613098,"{'label': 'Neutral', 'score': 0.9594196677207947}",Neutral,0.9594196677207947,0,0.0
2494,Kariput,N/A,GWSFDS(?) [imageid=981505] BGG pic by zombiegod  TV cabinet,2223,en,"{'label': 'Neutral', 'score': 0.9221256971359253}",Neutral,0.9221256971359253,0,0.0,"{'label': 'Neutral', 'score': 0.9444600343704224}",Neutral,0.9444600343704224,0,0.0,"{'label': 'Neutral', 'score': 0.8324648141860962}",Neutral,0.8324648141860962,0,0.0,"{'label': 'Neutral', 'score': 0.8997154831886292}",Neutral,0.8997154831886292,0,0.0,"{'label': 'Neutral', 'score': 0.7095558047294617}",Neutral,0.7095558047294617,0,0.0,"{'label': 'Negative', 'score': 0.9317261576652527}",Negative,0.9317261576652527,-1,-0.9317261576652527,"{'label': 'Neutral', 'score': 0.8473801016807556}",Neutral,0.8473801016807556,0,0.0
2496,Karlsen,6,"It's OK to play with small children.  When did they make the rules ""friendlier"", back when I was young you could pile the draw cards up one after the other.  Our five year old prefers playing that way!",2223,en,"{'label': 'Neutral', 'score': 0.5331486463546753}",Neutral,0.5331486463546753,0,0.0,"{'label': 'Neutral', 'score': 0.7258791327476501}",Neutral,0.7258791327476501,0,0.0,"{'label': 'Neutral', 'score': 0.48182666301727295}",Neutral,0.48182666301727295,0,0.0,"{'label': 'Neutral', 'score': 0.6450144648551941}",Neutral,0.6450144648551941,0,0.0,"{'label': 'Neutral', 'score': 0.41630586981773376}",Neutral,0.41630586981773376,0,0.0,"{'label': 'Negative', 'score': 0.7168309092521667}",Negative,0.7168309092521667,-1,-0.7168309092521667,"{'label': 'Neutral', 'score': 0.5040208101272583}",Neutral,0.5040208101272583,0,0.0
2498,karrde,1,American rehash to the extreme.  To easy to break and too many house rule/variant that people take as rules.,2223,en,"{'label': 'Negative', 'score': 0.9848611354827881}",Negative,0.9848611354827881,-1,-0.9848611354827881,"{'label': 'Negative', 'score': 0.8696396946907043}",Negative,0.8696396946907043,-1,-0.8696396946907043,"{'label': 'Negative', 'score': 0.9519362449645996}",Negative,0.9519362449645996,-1,-0.9519362449645996,"{'label': 'Negative', 'score': 0.9788845777511597}",Negative,0.9788845777511597,-1,-0.9788845777511597,"{'label': 'Negative', 'score': 0.9857067465782166}",Negative,0.9857067465782166,-1,-0.9857067465782166,"{'label': 'Negative', 'score': 0.9951905012130737}",Negative,0.9951905012130737,-1,-0.9951905012130737,"{'label': 'Negative', 'score': 0.9940099716186523}",Negative,0.9940099716186523,-1,-0.9940099716186523
2499,kasreb,5,The in laws like this one so it is played occasionally,2223,en,"{'label': 'Positive', 'score': 0.9246681332588196}",Positive,0.9246681332588196,1,0.9246681332588196,"{'label': 'Positive', 'score': 0.9234329462051392}",Positive,0.9234329462051392,1,0.9234329462051392,"{'label': 'Positive', 'score': 0.9319726824760437}",Positive,0.9319726824760437,1,0.9319726824760437,"{'label': 'Positive', 'score': 0.9300742745399475}",Positive,0.9300742745399475,1,0.9300742745399475,"{'label': 'Positive', 'score': 0.6745567917823792}",Positive,0.6745567917823792,1,0.6745567917823792,"{'label': 'Positive', 'score': 0.828640341758728}",Positive,0.828640341758728,1,0.828640341758728,"{'label': 'Positive', 'score': 0.9049178957939148}",Positive,0.9049178957939148,1,0.9049178957939148
2502,Katabrok,3.5,"Well, it's UNO. Unbalanced and random.",2223,en,"{'label': 'Neutral', 'score': 0.5413590669631958}",Neutral,0.5413590669631958,0,0.0,"{'label': 'Negative', 'score': 0.8714457154273987}",Negative,0.8714457154273987,-1,-0.8714457154273987,"{'label': 'Negative', 'score': 0.9022148847579956}",Negative,0.9022148847579956,-1,-0.9022148847579956,"{'label': 'Negative', 'score': 0.9420649409294128}",Negative,0.9420649409294128,-1,-0.9420649409294128,"{'label': 'Negative', 'score': 0.8658637404441833}",Negative,0.8658637404441833,-1,-0.8658637404441833,"{'label': 'Negative', 'score': 0.9323980212211609}",Negative,0.9323980212211609,-1,-0.9323980212211609,"{'label': 'Negative', 'score': 0.8975936770439148}",Negative,0.8975936770439148,-1,-0.8975936770439148
2503,katarakt,4.5,Just boring. Good childhood memories though.,2223,en,"{'label': 'Negative', 'score': 0.643623948097229}",Negative,0.643623948097229,-1,-0.643623948097229,"{'label': 'Neutral', 'score': 0.5929157137870789}",Neutral,0.5929157137870789,0,0.0,"{'label': 'Negative', 'score': 0.7609121203422546}",Negative,0.7609121203422546,-1,-0.7609121203422546,"{'label': 'Negative', 'score': 0.780567467212677}",Negative,0.780567467212677,-1,-0.780567467212677,"{'label': 'Negative', 'score': 0.9665976166725159}",Negative,0.9665976166725159,-1,-0.9665976166725159,"{'label': 'Negative', 'score': 0.8958158493041992}",Negative,0.8958158493041992,-1,-0.8958158493041992,"{'label': 'Negative', 'score': 0.8216425180435181}",Negative,0.8216425180435181,-1,-0.8216425180435181
2504,Katchoo,5.5,"The classic game that causes tons of family fights.  lol  Fond memories of this one, but I didn't play it a ton.  Haven't played it in ages, but I enjoyed it.",2223,en,"{'label': 'Positive', 'score': 0.569603443145752}",Positive,0.569603443145752,1,0.569603443145752,"{'label': 'Neutral', 'score': 0.7581746578216553}",Neutral,0.7581746578216553,0,0.0,"{'label': 'Positive', 'score': 0.5120148062705994}",Positive,0.5120148062705994,1,0.5120148062705994,"{'label': 'Positive', 'score': 0.7552228569984436}",Positive,0.7552228569984436,1,0.7552228569984436,"{'label': 'Positive', 'score': 0.5293154716491699}",Positive,0.5293154716491699,1,0.5293154716491699,"{'label': 'Negative', 'score': 0.6747512221336365}",Negative,0.6747512221336365,-1,-0.6747512221336365,"{'label': 'Positive', 'score': 0.35468119382858276}",Positive,0.35468119382858276,1,0.35468119382858276
2506,kathn,6,"We have the original set.  Great party game.  Everyone will play this, usually.  You can play up to 10 people.  Our parties are usually under 10.  It is nice to take to camps and retreats, since almost everyone knows how to play.",2223,en,"{'label': 'Positive', 'score': 0.9682914614677429}",Positive,0.9682914614677429,1,0.9682914614677429,"{'label': 'Positive', 'score': 0.950419545173645}",Positive,0.950419545173645,1,0.950419545173645,"{'label': 'Positive', 'score': 0.9674984216690063}",Positive,0.9674984216690063,1,0.9674984216690063,"{'label': 'Positive', 'score': 0.9751729965209961}",Positive,0.9751729965209961,1,0.9751729965209961,"{'label': 'Positive', 'score': 0.9693549871444702}",Positive,0.9693549871444702,1,0.9693549871444702,"{'label': 'Positive', 'score': 0.7091436982154846}",Positive,0.7091436982154846,1,0.7091436982154846,"{'label': 'Positive', 'score': 0.9040672779083252}",Positive,0.9040672779083252,1,0.9040672779083252
2507,KathyHentz,N/A,"1991 International Games, and 1988 International Games",2223,en,"{'label': 'Neutral', 'score': 0.9858734607696533}",Neutral,0.9858734607696533,0,0.0,"{'label': 'Neutral', 'score': 0.9950416684150696}",Neutral,0.9950416684150696,0,0.0,"{'label': 'Neutral', 'score': 0.9850795269012451}",Neutral,0.9850795269012451,0,0.0,"{'label': 'Neutral', 'score': 0.9938451647758484}",Neutral,0.9938451647758484,0,0.0,"{'label': 'Neutral', 'score': 0.9286084771156311}",Neutral,0.9286084771156311,0,0.0,"{'label': 'Neutral', 'score': 0.8680353760719299}",Neutral,0.8680353760719299,0,0.0,"{'label': 'Neutral', 'score': 0.9921813011169434}",Neutral,0.9921813011169434,0,0.0
2508,katsuben,4,"Really hated this as a kid, probably because all my experiences with it were traumatically bullying! Preferred the gentler strokes of a Crazy Eights-style shedding game.",2223,en,"{'label': 'Neutral', 'score': 0.5067866444587708}",Neutral,0.5067866444587708,0,0.0,"{'label': 'Neutral', 'score': 0.8729182481765747}",Neutral,0.8729182481765747,0,0.0,"{'label': 'Neutral', 'score': 0.46536993980407715}",Neutral,0.46536993980407715,0,0.0,"{'label': 'Negative', 'score': 0.6653537154197693}",Negative,0.6653537154197693,-1,-0.6653537154197693,"{'label': 'Negative', 'score': 0.7739545702934265}",Negative,0.7739545702934265,-1,-0.7739545702934265,"{'label': 'Negative', 'score': 0.7864688634872437}",Negative,0.7864688634872437,-1,-0.7864688634872437,"{'label': 'Neutral', 'score': 0.4636814594268799}",Neutral,0.4636814594268799,0,0.0
2509,Kaur,8,"Listen, I grew up playing UNO and I will never stop. When you play with the pile-on variant, it's some non-stop fun.  I also just really enjoy the ""take-that"" aspect of UNO.",2223,en,"{'label': 'Neutral', 'score': 0.7111142873764038}",Neutral,0.7111142873764038,0,0.0,"{'label': 'Neutral', 'score': 0.941767156124115}",Neutral,0.941767156124115,0,0.0,"{'label': 'Positive', 'score': 0.5514323115348816}",Positive,0.5514323115348816,1,0.5514323115348816,"{'label': 'Positive', 'score': 0.7059807181358337}",Positive,0.7059807181358337,1,0.7059807181358337,"{'label': 'Positive', 'score': 0.5334910154342651}",Positive,0.5334910154342651,1,0.5334910154342651,"{'label': 'Neutral', 'score': 0.48455771803855896}",Neutral,0.48455771803855896,0,0.0,"{'label': 'Neutral', 'score': 0.6982818841934204}",Neutral,0.6982818841934204,0,0.0
2510,KAuss,3,"UNO is a game that I have purely because it reminds of my childhood and the many games I've played...  I got two packs of this when I picked up Blokus from Target.  I already knew what to expect, I know what I felt about the game, but I decided to have it in my collection anyways.  I've had plenty of versions of this game at one time or another.  They either got destroyed or lost...  I don't crave to play it, but it's a game you have to have for those times large groups of people decide to do something ""retro.""  The game is pretty brainless...  The old hoarding your draw cards strategy gets old...  The pure luck of being able to finish your last card because the person ahead of you is too dumb to save a draw card for you makes the first 2 hours of the game meaningless...  It all boils down to a game of ""are we there yet?""  The game earns a solid 3 because I wouldn't touch it with a 10 yard stick, but is a must have if you are any kind of a board / card game person just because you know someone is going to suggest playing it on a rainy day...",2223,en,"{'label': 'Negative', 'score': 0.6668420433998108}",Negative,0.6668420433998108,-1,-0.6668420433998108,"{'label': 'Negative', 'score': 0.6722461581230164}",Negative,0.6722461581230164,-1,-0.6722461581230164,"{'label': 'Negative', 'score': 0.6887916922569275}",Negative,0.6887916922569275,-1,-0.6887916922569275,"{'label': 'Negative', 'score': 0.6884961724281311}",Negative,0.6884961724281311,-1,-0.6884961724281311,"{'label': 'Negative', 'score': 0.6950492858886719}",Negative,0.6950492858886719,-1,-0.6950492858886719,"{'label': 'Negative', 'score': 0.7315145134925842}",Negative,0.7315145134925842,-1,-0.7315145134925842,"{'label': 'Negative', 'score': 0.7182706594467163}",Negative,0.7182706594467163,-1,-0.7182706594467163
2513,kayEFjay,4,Keep it around for the kids.,2223,en,"{'label': 'Neutral', 'score': 0.7717738151550293}",Neutral,0.7717738151550293,0,0.0,"{'label': 'Neutral', 'score': 0.9244363307952881}",Neutral,0.9244363307952881,0,0.0,"{'label': 'Neutral', 'score': 0.7889916896820068}",Neutral,0.7889916896820068,0,0.0,"{'label': 'Positive', 'score': 0.5665748715400696}",Positive,0.5665748715400696,1,0.5665748715400696,"{'label': 'Negative', 'score': 0.7315638065338135}",Negative,0.7315638065338135,-1,-0.7315638065338135,"{'label': 'Negative', 'score': 0.8914315700531006}",Negative,0.8914315700531006,-1,-0.8914315700531006,"{'label': 'Neutral', 'score': 0.9046372175216675}",Neutral,0.9046372175216675,0,0.0
2517,KazunariMasaki,N/A,English Mattel 2021 edition (standard),2223,en,"{'label': 'Neutral', 'score': 0.9860301613807678}",Neutral,0.9860301613807678,0,0.0,"{'label': 'Neutral', 'score': 0.9758462905883789}",Neutral,0.9758462905883789,0,0.0,"{'label': 'Neutral', 'score': 0.9527615308761597}",Neutral,0.9527615308761597,0,0.0,"{'label': 'Neutral', 'score': 0.9400187730789185}",Neutral,0.9400187730789185,0,0.0,"{'label': 'Negative', 'score': 0.7169188261032104}",Negative,0.7169188261032104,-1,-0.7169188261032104,"{'label': 'Negative', 'score': 0.7678786516189575}",Negative,0.7678786516189575,-1,-0.7678786516189575,"{'label': 'Neutral', 'score': 0.9672549962997437}",Neutral,0.9672549962997437,0,0.0
2518,Ka_el_em_O,6.2,for me THE classic card game - and it is still fun after more than 20 years of playing it. Big shout out for the variant where you can play cards while it is not your turn - makes the game much more fun due to no downtime and constant action,2223,en,"{'label': 'Positive', 'score': 0.9831472039222717}",Positive,0.9831472039222717,1,0.9831472039222717,"{'label': 'Positive', 'score': 0.9827175736427307}",Positive,0.9827175736427307,1,0.9827175736427307,"{'label': 'Positive', 'score': 0.9751612544059753}",Positive,0.9751612544059753,1,0.9751612544059753,"{'label': 'Positive', 'score': 0.9854987859725952}",Positive,0.9854987859725952,1,0.9854987859725952,"{'label': 'Positive', 'score': 0.981486976146698}",Positive,0.981486976146698,1,0.981486976146698,"{'label': 'Positive', 'score': 0.9801249504089355}",Positive,0.9801249504089355,1,0.9801249504089355,"{'label': 'Positive', 'score': 0.9829387664794922}",Positive,0.9829387664794922,1,0.9829387664794922
2519,KC0BUS,N/A,"Pretty good game for a kid. I remember having fun playing this with the other kids when I was in elementary school. Now that I'm grown, it still seems fairly okay for a light, quick distraction. Just okay....",2223,en,"{'label': 'Positive', 'score': 0.7095996737480164}",Positive,0.7095996737480164,1,0.7095996737480164,"{'label': 'Positive', 'score': 0.5359222292900085}",Positive,0.5359222292900085,1,0.5359222292900085,"{'label': 'Positive', 'score': 0.7876208424568176}",Positive,0.7876208424568176,1,0.7876208424568176,"{'label': 'Positive', 'score': 0.7811856865882874}",Positive,0.7811856865882874,1,0.7811856865882874,"{'label': 'Positive', 'score': 0.7846179604530334}",Positive,0.7846179604530334,1,0.7846179604530334,"{'label': 'Positive', 'score': 0.5872746109962463}",Positive,0.5872746109962463,1,0.5872746109962463,"{'label': 'Positive', 'score': 0.6236693263053894}",Positive,0.6236693263053894,1,0.6236693263053894
2520,kc9tng,N/A,Invented in my home town.  Lost in the fire :(,2223,en,"{'label': 'Negative', 'score': 0.9212865829467773}",Negative,0.9212865829467773,-1,-0.9212865829467773,"{'label': 'Neutral', 'score': 0.5931257009506226}",Neutral,0.5931257009506226,0,0.0,"{'label': 'Negative', 'score': 0.8023935556411743}",Negative,0.8023935556411743,-1,-0.8023935556411743,"{'label': 'Negative', 'score': 0.6359558701515198}",Negative,0.6359558701515198,-1,-0.6359558701515198,"{'label': 'Negative', 'score': 0.6483206152915955}",Negative,0.6483206152915955,-1,-0.6483206152915955,"{'label': 'Negative', 'score': 0.8979837894439697}",Negative,0.8979837894439697,-1,-0.8979837894439697,"{'label': 'Negative', 'score': 0.694078803062439}",Negative,0.694078803062439,-1,-0.694078803062439
2521,kcarlson1152,7,"Small, Family, Card, Travel",2223,en,"{'label': 'Negative', 'score': 0.9831098318099976}",Negative,0.9831098318099976,-1,-0.9831098318099976,"{'label': 'Neutral', 'score': 0.8449140191078186}",Neutral,0.8449140191078186,0,0.0,"{'label': 'Neutral', 'score': 0.7925017476081848}",Neutral,0.7925017476081848,0,0.0,"{'label': 'Neutral', 'score': 0.7454444169998169}",Neutral,0.7454444169998169,0,0.0,"{'label': 'Negative', 'score': 0.9486895203590393}",Negative,0.9486895203590393,-1,-0.9486895203590393,"{'label': 'Negative', 'score': 0.9815810322761536}",Negative,0.9815810322761536,-1,-0.9815810322761536,"{'label': 'Neutral', 'score': 0.9384992122650146}",Neutral,0.9384992122650146,0,0.0
2522,KCDee,4,2-10 players  Average play time: 30 minutes,2223,en,"{'label': 'Neutral', 'score': 0.8162291049957275}",Neutral,0.8162291049957275,0,0.0,"{'label': 'Neutral', 'score': 0.8598085045814514}",Neutral,0.8598085045814514,0,0.0,"{'label': 'Neutral', 'score': 0.5539446473121643}",Neutral,0.5539446473121643,0,0.0,"{'label': 'Neutral', 'score': 0.9415515661239624}",Neutral,0.9415515661239624,0,0.0,"{'label': 'Neutral', 'score': 0.8333571553230286}",Neutral,0.8333571553230286,0,0.0,"{'label': 'Negative', 'score': 0.6451860666275024}",Negative,0.6451860666275024,-1,-0.6451860666275024,"{'label': 'Neutral', 'score': 0.9447160363197327}",Neutral,0.9447160363197327,0,0.0
