,username,rating,value,boardgame_id
3050,mau133,N/A,"""My Uno"", branded for ""xing""",2223
3051,Mausermp44,N/A,$4.97 Amazon,2223
3052,mavericktoo,N/A,6/18: No estimated value,2223
3053,mawilson4,4,"Does this really take 30 minutes to play? That seems long, but w/e. I have better memories of other games as a kid, though the ones involving UNO weren't bad, per se. Even at a young age, though, I think it seemed rather arbitrary. I greatly preferred Euchre as a simple card game. It's a game I'd be surprised if I ever play again, and while I wouldn't turn down a game, I also won't mind never revisiting it.",2223
3054,mawimonk,8,10,2223
3055,max8945,4,Not even good as a filler game. There are many better options available.,2223
3056,Maxatrillion,N/A,2-10 players,2223
3057,maximage,5.5,UNO,2223
3058,MaximalTerror,N/A,"[2023] I came to review UNO after trying Solo on Board Game Arena. If I had to leave a comment for that one, I might as well add UNO to the list. Really, UNO is a great game to play with kids, especially when considering how many families already own copies of Uno already. Portable, replaceable, and streamlined - perfect for a family game? Unfortunately, my deluxe copy was not portable, and it should be featured among many other board game inserts as the cards would immediately fall out of their slot (which, might I add, was a fraction of the box size). I hope to never play UNO again in my life, however.",2223
3059,Maximilian77,2,Simple and fun at first but boring in the long run ...,2223
3060,maxlongstreet,2,"The evolution of good game design means that, even when you are playing games with new or young players, you never have to play crap like this any more.",2223
3061,Mayasty,8,I know this as „Macao” played with normal Bridge cards.,2223
3062,mazzyfred,N/A,Dumb card game. Only keeping it for my sun who likes the Pokemon version. Luck drafting at its max.,2223
3063,mbgalarneau,3,Please no,2223
3064,mblaa,5.5,Will play if persuaded by my kids - not one I would put on the table by myself.,2223
3065,MBMiller,N/A,PDF Rules on File: Yes,2223
3066,mbraun00,6,Original,2223
3067,mbraun00,5,Teen Titans Go!,2223
3068,mbraun00,5,Ghostbusters (2016),2223
3069,mbruner1984,7,Another classic game that I enjoy - especially with my little kids. The rules are simple enough for my little kids to understand and it is really fun for them.  This isn't necessarily a game I would breakout for game night with a group of adults - but it is fun with kids and out camping.,2223
3070,mbwh,7,A classic!,2223
3071,Mcbeth99,N/A,Merle Robbins,2223
3072,mccedi,8,Met tussengooien is de beste variant.  Of met elke rondje een nieuwe regel toevoegen.,2223
3073,mccin,8,"played a lot as a child, my 9 year old nephew and 11 year old niece love it, we play often.  I prefer to old style with words and have picked up a few on ebay.",2223
3074,McCoy Pauley,4,Meh.,2223
3075,mcduff78,6,"Versions: Attack!, MOD, Roboto, Tiki Twist, Family Guy, +More",2223
3076,McHaka,6,Not a bad game at all. If only people played it according to rules it would be a lot better.,2223
3077,mcjohnsons,N/A,Keep,2223
3078,MCooney16,10,In Uno when growing u playing this game gave me joy since  I loved making people go crazy when changing the color really fast.,2223
3079,mcross,4,"Great with kids, but I can't imagine playing this with adults.",2223
3080,mdfamily,N/A,Original Version i think (108 UNO Cards),2223
3081,MDLuigi,6.5,"Like many, I've played this waaaaay too much and now it just doesn't entice me at all. But I cannot deny the many hours of laughter it provided me during my youth.",2223
3082,MeanMachine76,N/A,Classic Game Location: chest,2223
3083,MecatolRex,N/A,cedido Ex45,2223
3084,mecheng_analyst,6,"Grew up on this game, and for kids, this is great.  Some adults still like this. Mainly drunk adults.  The 6 rating is as a kids game. Probably a 4 as an adult game. ",2223
3085,MediaCenterGames,N/A,Shark Week Uno,2223
3086,MeepleMaven,5.3,"Crazy Eights Redux, but the kids like it.",2223
3087,meeplesvit,N/A,Уно,2223
3088,Meeple_Tree,N/A,MT,2223
3089,MeestR,5,a good introduction to curse words.,2223
3090,megamau,4.5,It is ok with the right group. You can play this with your relatives at christmas and it will save you from Bingo. We used a couple of variants for the spare cards included in my set (actually 2 cards with the back printed on both faces).,2223
3091,megatonne,4,"Rigolo si on veut, et si on n'a rien d'autre.....boffffff",2223
3092,Megawhoosits,N/A,Mine's a cheapo copy I got at a dollar store...the instructions are in very poor English.,2223
3093,Megbonjukian,N/A,2–10 Players,2223
3094,Megbonjukian,N/A,2–10 Players,2223
3095,meggys,N/A,kid math card,2223
3096,meijerc,8,no box,2223
3097,meirmanov,7,"Хорошая, веселая карточная игра на реакцию. В свое время было сыграно очень много партий. В большой компании игра идет на ура.",2223
3098,MEJV,3,Boring.,2223
3099,Melibabe,N/A,X,2223
3100,MELLISSE,10,DETRTRETRYYTUTTRETR,2223
3101,MelodramaBabs,N/A,Nathalie Rating System: Like it.,2223
3102,Melsana,6,"Played 24+ times. Last play on Sept 28, 2007.  Played this a lot as a child.  We would have running partnership games for the entire vacation and the scores got pretty scary. (My Cousin and I always lost to my Sister and my other cousin).  Lately this has become the closer of choice.  Played with Cut throat rules (You can pass a Draw2 or a Skip along if you can play it so that it becomes a Draw4 or a Skip 2 players.) or Crazy Uno (http://www.boardgamegeek.com/thread/95185).",2223
3103,Melware,5.5,"Buen juego a 4 y mas jugadores, menos que eso se vuelve bastante aburrido especialmente a 2, eviten esto a 2.  Eng: Good game for 4 players and more, less than that it becomes a pretty boring one specially at 2, avoid this at 2.",2223
3104,melx,7,sometimes great fun to play,2223
3105,Membrillo,4,Al que más he jugado con mis amigos. No parecen cansarse nunca. No está mal para jugar unos cuantos con unas cervezas. Pero cansa después de tantas partidas. Me he llegado a dormir antes y durante alguna partida...,2223
3106,Memox,1,"Fittingly, UNO gets the 1. Know your fu**ing place, trash.",2223
3107,Mered24,6,A great classic.,2223
3108,Merenwen,N/A,2023 Inventur Check,2223
3109,Merpen,N/A,2-10,2223
3110,MeryMer,5,"Really not fun as an adult, but I have so many fond memories of this game as a kid; the rating should be lower, but nostalgia bumps it up a number. Great starter card game for kids. Needs more than 2 players. Edit: Gave to my niece",2223
3111,meskue,2,Classic card game.,2223
3112,messinuprules,2,Worse than Monopoly.,2223
3113,Metal Rat,N/A,Played several times before we started tracking our plays in 2017.,2223
3114,metalmind,6,El rey indiscutible de la piscina,2223
3115,metricpiano,4,"I have never liked Uno and I still don't.  Thank goodness for modern board games, right?",2223
3116,MeYesMe,5,I used to play this daily as a child - but not enough to keep me interested now.,2223
3117,mezume,5,"Replaced it with UNO Flip! for the most part - can last frustratingly long at some points, but overall is a lot of fun.",2223
3118,mfaulk80,6,Dumb silly fun.,2223
3119,mfhoude,N/A,Jeu de cartes,2223
3120,mfmise,10,It fun and fun and cooool!!!!!!,2223
3121,mg17382,N/A,Y,2223
3122,MGribbins,N/A,Print and play (UNO Infinity),2223
3123,mgsm,N/A,Cornelia,2223
3124,mgtbgg,N/A,В планах,2223
3125,mgummelt,7,Classic card game.,2223
3126,mhinto,N/A,2-10 players,2223
3127,mhuggins123,4,Boring kid's game.,2223
3128,miah999,9,We play this way too much.,2223
3129,Michael Balandin,4,Очень умело разрекламированная вариация традиционно-карточной игры «101».,2223
3130,Michael Becker,4,I guess this could be called a family staple?,2223
3131,Michael Ward,5,"Received 11/12/99 as a gift. The box & rules say its the 1998 edition.   ~ December 24, 2006: I've played regular Uno, Star Trek Uno, and Uno Attack! The last one is the most fun. The only one I own is the original version from the early 80s. ",2223
3132,Michael Werthmann,4,Very simple card game with little influence during the game.,2223
3133,Michaszko_W,7.5,"Nie zagrałem wielu partii, ale pierwsze co rzuciło mi się w oczy to podobieństwo do makao - jednej z moich ulubionych gier karcianych, gdzie nie sposób policzyć rozegranych partii. Co do Uno... mam wrażenie, że jest takim kolorowym, uproszczonym podrabiaczem makao.",2223
3134,michelinebargent,N/A,home,2223
3135,Michiel,5,Boring....,2223
3136,mickwood,7,2+ players. No expansions but lots of variants. For example see http://www.pagat.com/invented/uno_vars.html,2223
3137,microjoe,5.5,"It is hard for me to get in the mood to play it. I do remember as a teenager, I had a friend and her mom that played every day like crazy.",2223
3138,midasiam,4,It's Uno. But not number 1.,2223
3139,middletonner,3,"One of those generic games that everyone owns and has probably played to death. But there are a million different variants, and some can bring make it fun again when you just need that party game that everyone knows and nearly everyone owns... except me.",2223
3140,midnightmadness,7,"I remember when this game came out and was the hottest thing around. My extended family played it for hours, and it was a staple at family gatherings for years to come.",2223
3141,Midsummer Night,3,I have similar feelings for this game as Scrabble (see above).  Thankfully it's not requested as often.,2223
3142,MightyJoeYoung,7,Great game for all.,2223
3143,migmada,N/A,20-J,2223
3144,Miguel_yanke,N/A,Almería (Jose),2223
3145,miha_lis,6.4,2-10 игроков,2223
3146,mikasnape,N/A,I have the Dr Who version as well :) We used to spend hours playing this when I was in Jr High instead of dressing out for PE. haha,2223
3147,Mike A,4,"Over my lifetime, I've played this game more than any other.  I remember spontaneous gatherings of the whole neighborhood playing Uno when I was a kid.  I no longer feel like playing it with so many better options, but can be talked into it at times.",2223
3148,Mike no1,3,I played a lot of this growing up. This is still my mothers favourite game (sadly).,2223
3149,Mike Wene,2,"Really don't like this one. Absolutely no strategy involved, just play whatever you happen to draw. Too much (all?) luck.",2223
3150,Mike7685,N/A,Not owned but played,2223
3151,mikeallenkc,4.2,"I've always disliked this game, and I can't put my finger on why that is.",2223
3152,mikeboyd79,N/A,Great for all ages.,2223
3153,mikebro115,5,10 plays,2223
3154,MikeBwithoutadot,N/A,"My S.O. has a copy. She seems to like it.  She thinks I probably don't. She's probably right, but I'd be willing to find out anyway.",2223
3155,Mikee_C,N/A,Complete ,2223
3156,MikeJonez,4,"2023: 2-4 players best at 4. 1 hour per game if you play it by points like you are suppose to. Game is ok but very luck dependent, and the player interaction can be mean. This is the first game I played with my wife when we were kids, so there is some nostalgia playing this. When someone suggests it I try to convince them to play something else. ",2223
3157,MikeKoro,6,[b]1st Play Thoughts [BGCOLOR=#9999FF] [b] 6 [/b] [/BGCOLOR] (Jun 2020):[/b]  I don't think this game is as bad as everyone thinks it is. It basically started an entire genre of shedding games and is still played to this day. There is a fair bit of luck but I find the game to be reasonably fun and there is a small bit of strategy in how you manage your hand.,2223
3158,MikeMKH,5,"Classic game, you could teach to anyone.",2223
3159,mikesanerd,4.5,A classic. To me this is the ultimate family card game.,2223
3160,mikeweeney,4,BORING,2223
3161,Mikewill,4,"Go-through-the-motions and see who wins. We usually try to help, or even cheat, so the kids win this one.",2223
3162,mikkoh,7,"This ""new"" UNO deck is now 20 years old...",2223
3163,mikkoh,7,"This is our original deck of cards. Some of the cards are a little worn, but that doesn't affect the gameplay. :lol:",2223
3164,mikofla22,7.5,Bought in Dec 2019 ,2223
3165,mildthrill,5,"Game in a Nutshell: Take turns discarding one of your cards onto the pile which matches an element (color, symbol, number) of the card before it. Draw cards if you can't play and go until someone runs out.  Played as: 3,4,5,6 players  Pros: As far as games go, this scales pretty darn well for any number I've played with. A game where you get to make some decisions and AP should never factor in. Good portability.  No Thanks! is probably the only better game I know that plays this quick, but I think this might have a wider appeal still for being less to think about and higher visual appeal.  Cons: It's not exactly cutting edge or does it have any mechanic that stands out for any reason. If you want even the illusion of meat, you'll be left bored.  Best Use: I good time killer when you have a group that will appreciate something familiar.",2223
3166,Milka,5,rating after 1 play,2223
3167,MilkDairyProduct,5,Everyone knows UNO. House rules are universally accepted so game play with different groups may vary.,2223
3168,milkweed,5,Stored at office,2223
3169,MillieMaude,5,2–10 Players 30 Min Age: 6+ ,2223
3170,mimem,6,Crazy eights with explicit action cards.  Not much by way of strategy.  Pleasant.,2223
3171,MIMICHIEN,6,考驗孩子顏色和數字的配對練習，功能牌卡的設計可以先配合視覺提示幫助記憶與使用，算是簡單好上手的團體遊戲，很刺激，將數學也加入遊戲中，參加遊戲的樂趣和學習機會。,2223
3172,Miminka,N/A,"It is a good game while  waiting for a medical appointment with children. Uno is  a simple, quick, and elegant game!  ",2223
3173,minders,N/A,Regular and Iconic 2000's,2223
3174,MinimumGnome,N/A,$3 Garage Sale 8/12/23,2223
3175,minitj,3,"Странно конечно ставить такой старой игре низкую оценку, но что поделать? Я попробовал её после свинтуса, который является её улучшенной версией, как по оформлению, так и по игровым эффектам.  Вынужден дать честную оценку ""Плохо - играть больше в это не буду""",2223
3176,Minlader,7,One of the best filler or warm-up games out there simply because pretty much everyone knows how to play. Lots of take that which make it irritating and fun,2223
3177,minminhan,6,基本的規則好懂，一樣顏色或是一樣數字就可以出牌，但對技能卡每個人都有一些不同的理解，在玩之前要先設好規則，不然玩到有技能卡出現會有點混亂，雖然有時候就是沒牌可以出不是故意要陷害下個人，只要出現加四和交換整組牌的技能卡就是毀滅朋友感情的開始。,2223
3178,Minok,8,This is a solid classic.  Fast paced game ideal for social playing with adults and younger children (age 8+).  THe rules are simple - the game is fun and tricky.,2223
3179,Minsc1610,6,eh... ,2223
3180,minscfan,5.5,"Classic filler. Take that, easy to teach, portable and fun for most ages.",2223
3181,mintylish,5,Fun with a group of non-gamers.  ,2223
3182,minty_snipes,6.5,The quick go to game to play with the family for short rounds of fun.  More enjoyable based on who is playing more than the game itself.,2223
3183,mionisation,3,The classic from kindergarten. Boring and uneventful. Adding the rule to be always able to put the exact same card into the middle makes it a bit less painful.,2223
3184,mirrorworld,7.5,"A classic, fun, smooth, easy to play and yet, I never been bored of this game.",2223
3185,MiRuPlace,N/A,BILLY_80_05 x 2   i   A_17 ( MINIONS ),2223
3186,Miru_Jaca,7,"Dumb, quick, simple fun for everybody and anybody. What's not to like?",2223
3187,Misa1989,N/A,επετειακό,2223
3188,Misa1989,N/A,super ενα (δεσύλλας),2223
3189,MisckaBot,8,One of the best and most well known card games which eliminates that teach the new player the rules problem. Friendships have ended and marriages have been tested over Draw 4 wilds.,2223
3190,Miss Guided,5,Great for younger kids. The older ones soon figured out how to make the game drag on forever. House rules are a must.,2223
3191,MissJekyll,N/A,"Unknown version, probably accidentally a counterfeit.  Year 2019, languages English, Spanish, French, Portuguese, with ""Now with customisable wild cards"" on cover and Mattel logo",2223
3192,misskitten,5,"Nothing special, can take a bit too long.",2223
3193,MissPippi,N/A,"1993 Mattel / International Games, Inc.",2223
3194,Mister Marmalade,6,"meh, it's UNO. King of the house rule. Nobody knows the actual rules. ""No I don't need to read the rules, grandma played it that way and so will I""",2223
3195,MisterrrScott,6,2-10 players,2223
3196,Mithrandir82,2,"Nothing special, highly dependent on luck factor.",2223
3197,Mithroch,7,Classic card game.  Dirty rules are fun too.,2223
3198,mitTch,2.5,beach-game. would not play it otherwise. ,2223
3199,miuda,N/A,H,2223
3200,mixmixmix,5,"A crazy eights style game with branding. Fun for a group of 4-5 players, but not much strategy.",2223
3201,mi_de,2,Certainly fine for a group of very casual gamers,2223
3202,mjf71,4,2-6 30m,2223
3203,mjhake,7,Classic card game,2223
3204,mjjna,8,"5+ 2-8, best 4-6 30 minutes",2223
3205,mjsmith1223,6,With adults we play a speed UNO variant.  Lots of fun.  With the kids we play normal because the speed variant can get a little rough for them.,2223
3206,mjsztainbok,N/A,Japanese version,2223
3207,mkflag1,N/A,Se puede de a 2,2223
3208,MLee29,N/A,multiple versions; home & cottage,2223
3209,mlhovan,4,I have laughed very hard when playing this with the right group of folks in the right mood.,2223
3210,Mlinx6,6,CARD - Always a good time as a filler or on trips.,2223
3211,mlongoria09,N/A,At parent's house,2223
3212,mmrempen,10,"Incredible game. Production value is through the roof - cards are very sturdy with excellent snapback. The gloss is high quality, perfect for repelling spilled liquids. Even with the high production quality I will probably supplement with upgraded components like an organizer as this is one of my most played games. The colors are very brightly printed and the numbers crisp and clear - never any confusion in our games between yellow and blue for example, and the often-confused 9 and 6 are here ingeniously marked by a - so you know which is which. Setup and tear down are very quick, basically instantaneous. The teach is relatively simple, especially if you wait to teach the more complex rules (draw 4, for example) until they come up in-game.   The game itself has very high player interaction, a bit of randomness (card draw) but a wide and crunchy deep decision space - agonizing over whether to follow a color or play to the number is the highlight of the game. Strategies run the gamut - play the wilds now and gain short term advantage, or save them for later when options become slim? There’s always a way to work a new angle. Hand management is also a fun mini game to work on during down time (there are lengthy debates in my house about whether to sort your hand by color or by number), although there isn’t much down time as you can only play one card, and sometimes not even that! Best of all, the gameplay scales very smoothly, with new engaging challenges at all player counts. This is a game that will stay in my collection for a long time.   …jk this game sucks lol",2223
3213,MNBUCKMANIAC,3,"Not much game here to speak of...  For kids or others looking for a more casual gaming experience, there are other, better games out there to fill that niche.",2223
3214,mnharkness,6,Probably one of the best quick games for a huge group of people- but where's the skill?  ,2223
3215,MNTwinsFanID,N/A,"I have the following unlisted Uno editions:30th Anniversary, Coca-Cola, and 1998 Coca-Cola Special Edition",2223
3216,mo7189,4,"02/08/2013: Uno is another one of those classic games from my childhood.  It's a card game where you must match the previously played card by either color or number.  There are action cards available as well, that allow you to skip the next player, change the color, or reverse the play order.  First person to get rid of all their cards wins.  It's a simple game to play with younger kids and at family settings where you don't want anything with complexity or depth of strategy.",2223
3217,mobilesuit101,N/A,USC Version | Like New | opened but never played,2223
3218,mOCHU035,1,50+ Plays,2223
3219,modboy,3,I have the Peanuts version.  Need at least 3 players & a time machine to make it really fun.  Loved this game as a young kid but of couse I loved Crazy 8's too.,2223
3220,ModestMan,5,Good with family that have little to no intrest in deep thematic heavy board games.,2223
3221,modjo,3,"no comment. No game, no realy rules",2223
3222,Mogarvin,N/A,Oxsten,2223
3223,MoGeek,6,Alt,2223
3224,mogghis,N/A,Giordan,2223
3225,moik,6.5,A pretty middle-of-the road game in all respects.,2223
3226,Mojo293,5,Family,2223
3227,molnar,3,more tedious than Girl Genius.,2223
3228,MommaMelanie,7,For annabelle from Uncle Jerod,2223
3229,MommaMya,10,Born with it,2223
3230,Monsieurbarsney,N/A,fake UaNdO,2223
3231,monteslu,4,Yawn. Might as well just play crazy eights with a standard deck. ,2223
3232,montivius,6,Players: 2-10,2223
3233,montsegur,4,Plagiat of Mau-Mau,2223
3234,MontyCircus,2,"If you're still playing this, then you don't deserve to own games.",2223
3235,MooglePower,7,"It's Uno, many of us know what to expect here.  It's easy to set up, easy to teach, and requires no time at all to get going.  A fun diversion when waiting for others to show up.",2223
3236,MoonlightMiracle,3,Never understood this lol,2223
3237,Moonpie13,3,"This is my least favourite mechanism, namely ""take that"" in the form game. At least plays don't always last long... then again, a couple of minutes may already have been too long. I'd be okay if I don't play Uno again in my life.",2223
3238,Moonvic,5,Haven't played for ages!,2223
3239,moose4mom,N/A,Toy Story Edition,2223
3240,moosemcd,2.64,#GeekSort-Exclude,2223
3241,MORA20164,5,classic filler game.  ,2223
3242,Mordachai,4,"This has (fortunately) been dropped from the position of being the game of choice by my girlfriend. Almost entirely built on luck in the draws, the game quickly becomes repetetive. I like to play it from time to time, but that is for the social aspect only.",2223
3243,MordosHawk,6.66,Fun for the whole family. Watch out people play different variations.,2223
3244,Morganza,3.8,I never thought skill had that much to do with who won a game of Uno until I played 2p against a non-gamer and won 6 games in a row (even though I never played regularly and hadn't played at all in years...),2223
3245,Morgoth,6,"A simplified version of the game UNO, with no reverse or skip cards. No text on game elements.",2223
3246,morimementos,4,"Like exploding kittens, it’s not broken design, but that doesn’t make it fun either",2223
3247,MormonVoodoo,1,"Without any additional rules, you might as well play ""war."" There is no point to playing this game. It fits the requirements for a real game as soon as you add the well-known homebrew rule ""doubles,"" allowing you to quickly play a card out of turn (provided that you play it on a card that matches in both color AND number, i.e. a red 9 on a red 9.  You must also play it quick enough that the next player doesn't play on top of the card you're trying to ""double."")  If you want to raise the rating of Uno from 1 to 10, here's a tiny sampling of some of our ""Brutal Uno"" rules (dubbed ""Mormon Uno"" in Monroe, WA), the only variant I'm still willing to play:  Here's the link to the full rules listed out by yours truly: https://boardgamegeek.com/thread/2905029/brutal-uno-best-medley-homebrew-rules-weve-ever-fo  ---------------------------------------------------  Doubles: you may play a card out of turn if it is the exact same card as the card on top of the stack. (You have to go fast though, before someone covers up the card you have the duplicate of)  Binary Zeros: Anytime someone plays a 1, the 1 starts a new pile. When multiple piles are in play, people can pick where to play their card on their turn. In addition, players can interrupt turn order by doubling the top of any pile. Whenever someone plays a 0, they pick up the pile that the 0 was played on and then place it on any other pile (if there is another pile). That pile has been closed.  Additive 2s: when you play a 2, you can immediately play 3 more cards, if the first two cards add up to the last card. For example, on my turn I could play a 2, 5, 1, and 6 (5+1=6). NOTE: the sequence can legally be interrupted by another player doubling one of the middle cards. The player after you can also prevent the sequence by taking their turn after you've played the 2 but before you've started the additive sequence. Final note: any special effects of the middle cards are ignored entirely, but the effect of the final card is applied (if applicable).  Stacking: If someone plays a draw 2 or draw 4, the next person can stack an additional draw 2 or draw 4 on it, adding to the total value that someone has to draw.  Extended Stacking: People can also use reverses and skips in response to draw2s and draw4s, forcing the draw attack to change directions or pass by a target. There are limits in stacking. Stacking still requires the same type of card or the same color. For example, a blue reverse can't be used to block a red draw2. If someone plays a draw4, the next person can play a draw2/reverse/skip of any color if he can play it before the draw4 player declares a color.  This is less than a third of the rules to Brutal Uno. Go click the above link.",2223
3248,MorphBlue,5,"On sale for a few bucks. Fun with all kinds of people and age groups, ~€8",2223
3249,morris9597,4,My mom has a copy of the new UNO. I'm not really a fan of either the new or original editions but I can be talked into it from time to time. ,2223
3250,Morrison,6,Christmas Gift For Sasha 2012,2223
3251,morsecodemedia,N/A,"We have a few different editions: - a few of the original versions - a retro edition - a waterproof or ""splash"" edition - a minimalista edition",2223
3252,mortaine,4,Classic drafting game.,2223
3253,Morten Løvåsen,8,A classic. Mine is a Ferrari Edition with a few extra Special Cards.,2223
3254,Morvel,3,Bäh. Bad game. No fun at all.,2223
3255,Moshimon,6,Nice with kids or with the speedy variant.,2223
3256,mossytangle,4,I'm not crazy about games that demand speed.,2223
3257,Motherto8,N/A,"Curious george, flex, minions, all wild, toy story, eragon, avengers, hulk, minecraft, flip,  no mercy, ",2223
3258,mothertruckin,4,"My aunt liked this one so it got some mileage when I was young. It's pretty good for kids, but I like some of the theme decks better for that.",2223
3259,motoyugota,2,"Only play it because the kids like it, even though they have lots of better games they like better.",2223
3260,MotUfan,4,"It's a game that almost any non-gamer will play. As a kid I enjoyed it. I still prefer it to most traditional card games, but not much more.",2223
3261,motusbob,N/A,P,2223
3262,Mouskyfiest,5,Juego piscinero por excelencia.,2223
3263,Moves,7,I have it because my wife's family knows how to play it...and it means I get to play a stomachable game.,2223
3264,Moyilo,6.5, Merle Robbins,2223
3265,Mozzik,3,"I finally played this again after likely two decades without playing it.  There's still nothing compelling here, but at least two players (how I was playing it) the game ends quickly.",2223
3266,mpatoka,6.5,"Young kids really like playing this, it's one of the first games they play that can teach them some light strategy on when to play certain cards and learn to deal with having to draw cards. Not bad to play when you want something quick and light.",2223
3267,mperkins,4.5,Not nearly enough strategy for my tastes.,2223
3268,mpoggi,6.5,https://www.minimodosjugadores.com/2020/07/resena-uno.html,2223
3269,mpresiv1,4,Boring to me.,2223
3270,mprezzy,6,"Uno is a nostalgia game. As a kid, an Uno deck was one of the few things that kept you from going crazy when you were snowed in. Oh yeah, give props to any game where a five year old with fast hands can whip you.",2223
3271,Mr ED 209,N/A,"just like the xbox game, but with real live people to yell at",2223
3272,Mr Lookback,8,Oldie yet goodie! A classic that always fun to play! Easy to explain and pick up for casual gamers and a good filler game.,2223
3273,Mr Mjeh,5,"Pffft, not that interesting.",2223
3274,Mr Zir,6,"This is primarily a matching game with some extra cards to add some stragtegy.  There is a large variation in the length of the game; some are quick and others can be very long.  I recently taught this to my four-year-old.  She asked to play multiple games in a row.  I have not had a chance to pull this out since, but think it might be a new favorite.",2223
3275,mrakomor,5,"The cards can be used as a component for good house ruled ""UNO"" variants.",2223
3276,MrBailey,N/A,Know how to play,2223
3277,MrBuckle,4,Inventoried,2223
3278,MrEnroth,5,A typical play in between when u dont know what to do else. Or with children this always works.,2223
3279,MrFundies,2,"I have UNO thing to say about this ""game"": I hate it",2223
3280,mrgreencom,N/A,This is Uno Delux,2223
3281,mrgreencom,5.5,Original.,2223
3282,mrheilmann,N/A,Hand Management  Hand Management Lose a Turn Matching Take That,2223
3283,MrHen,4,Family owned game,2223
3284,mrickert,N/A,not for game night,2223
3285,mrimer,5,I've played this one for years and am bored with it.  Especially since what choices there are seem illusory.,2223
3286,mrkurtb,6.5,Good game for playing with kids. ,2223
3287,MrMelton,7,It's UNO.  Who the %$*# doesn't like UNO?,2223
3288,MrMiyagi,5,"Not a big fan.  Would avoid if I can but seems like most people love this game, particularly girls.",2223
3289,MrMonkey,2.5,"Luck based card game, good for people who want something  to do when talking about something else.  Some `strategy' can be employed, but frequently it's not worth the effort.  Good for kids sometimes.  Depending on the home-rules people play with the game can go on for a very long time.",2223
3290,mroswick,N/A,2-10,2223
3291,mrranch,N/A,for kids/family games,2223
3292,MrScaryMuffin,7,Light and easy filler game that permits conversation while playing.,2223
3293,MrShankley,4,"Used it to play Skull at someones' house, and never bothered to get it back. Does that show what I think about it, or how generous a human being I am, or both? You decide.",2223
3294,MrsLlante,N/A,Just Support Library,2223
3295,mrspecial,6,"""Mau Mau""",2223
3296,mrswooey,N/A,"Previously owned:1. The Simpsons Tin Edition (US version bought from Las Vegas FAO Schwartz) 2. Uno 35th Anniversary Tin Edition  Now just own a basic, but cool modern design, edition",2223
3297,MrTEAP,N/A,2-10 Players,2223
3298,mRudolf,3,Csak ha már sokat ittam...  Eddigi játékok száma: nemtom,2223
3299,mrwolf710,5,Simple simple card game.  I've played it since I was 4.  Still fun when played with family.,2223
3300,Mr_Bean,N/A,2p: y solo: n,2223
3301,Mr_Fits,N/A,Sofl,2223
3302,Mr_Gigrich,N/A,x4,2223
3303,Mr_Moon90,4,"Not a good game, but can still be enjoyable in some circumstances. Willing to play with my kids.",2223
3304,Mr_Nuts,N/A,"40th Anniversary Edition.  This is gone, I think.",2223
3305,msaari,5,"Harmless. Not bad (I liked this a lot when I was younger), but there are plenty of better card games around – try LAMA for example. Overstays its welcome a bit, if played to 500 points as suggested by rules.  Indifferent.",2223
3306,MSAIhsani,7,"Play this game since 2017/2018. Very well-known game, but every friend group have thier own rule lol",2223
3307,msaya,1,"Uno for [i]Uno[/I]. Although I can't rule out the possibility, I see absolutely no point in ever playing this game again. Glad to say that unlike most of my other 1s, I never made the mistake of buying [i]Uno[/I].",2223
3308,MsBoardGamesDK,N/A,CSM (Deluxe edition),2223
3309,MsBrodie,6,Use it to play Limonada which is fast and fun.,2223
3310,mspasofino,N/A,In camper,2223
3311,mst3k4L,3,Good and easy for very large groups of people.,2223
3312,mtjake,5.5,Rating assumes house/dealer rules,2223
3313,MtnDew777,N/A,"Party, Cards",2223
3314,Muaik87,N/A,✅,2223
3315,mudville9,4,I had fun with this as a kid. There are just to many better games out there now.,2223
3316,Mulan,5.5,With some house rules this can be fast and fun.  ,2223
3317,mulanb,N/A,Mulan,2223
3318,MULRAH,3,What did you expect?,2223
3319,Mumbo,N/A,Lightyear Edition,2223
3320,mundungus,5,We play a hand or two of this (no scoring) when it's not quite time to go to sleep. ,2223
3321,muntje,7,"popularised version of an old, well known party-cardgame (played it lots of times with normal cards when i was a child.  Good game to have with you when your travelling)",2223
3322,Murdoc2D96,1,Uno punto for non-existent decisions. ,2223
3323,murphzone,5,"A classic, my daughter is learning to enjoy. Speed UNO is pretty fun for a lite game with people who aren't ""gamers""",2223
3324,murz,8,"[5]  Location: LB   played too many times to count. don't understand why bggs rating is that low. to each his own, i guess. to me, this game does well in what it's supposed to do: helps us having a good time by setting fun/chaotic atmosphere.",2223
3325,murzim,3,100% luck based - my kids are not allowed to play this game anymore as there are a zillion other games that are much much better - the worst of the worst,2223
3326,musicalanarchy,4,"not one of my preferred light card games, but still a fun start to the night. ",2223
3327,musicinthemiddle,N/A,V,2223
3328,Music_Meeples,5,"The card game almost everyone knows. Try to empty your hand of cards the quickest before anyone else to win, but along the way your hand will fill up with cards because of players trying to sabotage each other. Aesthetics – 3 A generic deck of cards but the symbols are easy to read.  Replability – 7 The game will vary depending on the hand you are dealt.  Theme – 2 You are just playing cards to empty your hand Fun Factor – 6 There is an element of take that which some people might not enjoy. This can be played with the whole family.  Downtime and rules – 9 Quick fire rounds and the rules are easy to get into. Luck plays a role.   OVERALL RATING 5",2223
3329,mussels,5,"A better game than most adults give it credit for, but still not great.",2223
